id,title,genres,overview,tagline,cast,crew
234200,Pride,"['Drama', 'Comedy']","based on a trues story. in the summer of 1984 – margaret thatcher is in power and the national union of mineworkers (num) is on strike. at the gay pride march in london, a group of gay and lesbian activists decides to raise money to support the families of the striking miners. but there is a problem - the union seems embarrassed to receive their support.  however the activists are not deterred. they decide to ignore the union and go direct to the miners. they identify a mining village of onllwyn, in the dulais valley  in wales, and later set off in a mini bus to make their donation in person. and so begins the extraordinary story of two seemingly alien communities who form a surprising and ultimately triumphant partnership.",based on the inspirational true story.,"['Ben Schnetzer', 'Bill Nighy', 'Imelda Staunton', 'Dominic West', 'Paddy Considine']",['Matthew Warchus']
216282,Into the Storm,"['Action', 'Thriller']","the town of silverton is in one day destroyed by the unprecedented power of a series of tornadoes. the population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. most people find shelter, but some just go to the tornado for that one, unique shot.",prepare to go,"['Richard Armitage', 'Sarah Wayne Callies', 'Matt Walsh', 'Nathan Kress', 'Alycia Debnam-Carey']",['Steven Quale']
192145,Third Person,"['Drama', 'Romance']","an acclaimed novelist struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.",life can change at the turn of a page.,"['Liam Neeson', 'Mila Kunis', 'James Franco', 'Olivia Wilde', 'Adrien Brody']",['Paul Haggis']
254191,Honeymoon,['Horror'],a newlywed couple finds their lake-country honeymoon descend into chaos after paul finds bea wandering and disoriented in the middle of the night.,after the ceremony comes the ritual.,"['Rose Leslie', 'Harry Treadaway', 'Ben Huber', 'Hanna Brown']",['Leigh Janiak']
154400,The Drop,"['Drama', 'Crime']","bob saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",unknown,"['Tom Hardy', 'Noomi Rapace', 'James Gandolfini', 'Matthias Schoenaerts', 'John Ortiz']",['Michaël R. Roskam']
244772,The Skeleton Twins,['Drama'],"estranged twins maggie and milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. as the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.",family is a cruel joke.,"['Kristen Wiig', 'Bill Hader', 'Luke Wilson', 'Ty Burrell', 'Boyd Holbrook']",['Craig Johnson']
287590,Saint Seiya: Legend of Sanctuary,"['Action', 'Animation', 'Fantasy']","warriors called ""saints"" are the champions of hope who have always appeared since the age of myth whenever evil threatens the world. in this present day story, many years since the long fought ""holy war"" we find saori kido, a girl troubled by her mysterious powers. she is saved by a boy, seiya ""bronze saint"" from a sudden attack by an assassin, through the accident saori realizes her destiny and mission and decides to go to ""sanctuary"" with seiya and his company of bronze saints. in sanctuary they confront ""pope"" and wage a desperate battle against the greatest saints, the ""gold saints"".",unknown,"['Kensho Ono', 'Kenji Nojima', 'Nobuhiko Okamoto', 'Kenji Akabane']",['Keiichi Sato']
198663,The Maze Runner,"['Action', 'Mystery', 'Science Fiction', 'Thriller']","set in a post-apocalyptic world, young thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",run - remember - survive,"[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario', 'Aml Ameen', 'Blake Cooper']",['Wes Ball']
136835,No Good Deed,"['Crime', 'Thriller']","terri is a devoted wife and mother of two, living an ideal suburban life in atlanta when colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",first he gets into your house. then he gets into your head.,"['Idris Elba', 'Taraji P. Henson', 'Leslie Bibb', 'Kate del Castillo', 'Henry Simmons']",['Sam Miller']
244506,Camp X-Ray,['Drama'],"a young woman joins the military to be part of something bigger than herself and her small-town roots. instead, she ends up as a new guard at guantanamo bay, where her mission is far from black and white. surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",connection takes courage,"['Kristen Stewart', 'پیمان معادی', 'Lane Garrison', 'Joseph Julian Soria', 'John Carroll Lynch']",['Peter Sattler']
248504,Sharknado 2: The Second One,"['Thriller', 'Horror', 'Science Fiction']","a freak weather system turns its deadly fury on new york city, unleashing a sharknado on the population and its most cherished, iconic sites - and only fin and april can save the big apple.",shark happens!,"['Ian Ziering', 'Tara Reid', 'Vivica A. Fox', 'Kari Wuhrer', 'Mark McGrath']",['Anthony C. Ferrante']
270302,The Riot Club,"['Drama', 'Thriller']","two first-year students at oxford university join the infamous riot club, where reputations can be made or destroyed over the course of a single evening.","filthy rich, spoilt rotten","['Max Irons', 'Sam Claflin', 'Douglas Booth', 'Holliday Grainger', 'Jessica Brown Findlay']",['Lone Scherfig']
169917,A Walk Among the Tombstones,"['Crime', 'Drama', 'Mystery', 'Thriller']",private investigator matthew scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,some people are afraid of all the wrong things,"['Liam Neeson', 'Dan Stevens', 'David Harbour', 'Boyd Holbrook', 'Adam David Thompson']",['Scott Frank']
244264,Laggies,"['Comedy', 'Romance']","overeducated and underemployed, 28 year old megan is in the throes of a quarterlife crisis. squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. when her high-school sweetheart proposes, megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old annika and annika's world-weary single dad craig.",acting your age is so overrated.,"['Keira Knightley', 'Chloë Grace Moretz', 'Sam Rockwell', 'Kaitlyn Dever', 'Ellie Kemper']",['Lynn Shelton']
276843,What We Did on Our Holiday,['Comedy'],"doug and abi  and their three children travel to the scottish highlands for doug's father gordie's birthday party. it's soon clear that when it comes to keeping a secret under wraps from the rest of the family, their children are their biggest liability...",unknown,"['David Tennant', 'Rosamund Pike', 'Billy Connolly', 'Ben Miller', 'Amelia Bullmore']","['Andy Hamilton', 'Guy Jenkin']"
265189,Force Majeure,"['Comedy', 'Drama']","while holidaying in the french alps, a swedish family deals with acts of cowardliness as an avalanche breaks out.",unknown,"['Lisa Loven Kongsli', 'Johannes Bah Kuhnke', 'Clara Wettergren', 'Vincent Wettergren', 'Brady Corbet']",['Ruben Östlund']
264656,The Homesman,"['Western', 'Drama']","when three women living on the edge of the american frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded mary bee cuddy. transporting the women by covered wagon to iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, george briggs, to join her. the unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. but the group first must traverse the harsh nebraska territories marked by stark beauty, psychological peril and constant threat.",unknown,"['Hilary Swank', 'Tommy Lee Jones', 'Grace Gummer', 'Meryl Streep', 'Miranda Otto']",['Tommy Lee Jones']
254904,The November Man,"['Crime', 'Action', 'Thriller']",an ex- cia operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level cia officials and the russian president-elect.,a spy is never out of the game.,"['Pierce Brosnan', 'Luke Bracey', 'Olga Kurylenko', 'Bill Smitrovich', 'Amila Terzimehic']",['Roger Donaldson']
157825,White Bird in a Blizzard,"['Thriller', 'Drama']","kat connors is 17 years old when her perfect homemaker mother, eve, disappears. having lived for so long in an emotionally repressed household, she barely registers her mother's absence and certainly doesn't blame her doormat of a father, brock, for the loss. but as time passes, kat begins to come to grips with how deeply eve's disappearance has affected her. returning home on a break from college, she finds herself confronted with the truth about her mother's departure, and her own denial about the events surrounding it...",i was 17 when my mother disappeared...,"['Shailene Woodley', 'Eva Green', 'Christopher Meloni', 'Shiloh Fernandez', 'Gabourey Sidibe']",['Gregg Araki']
284427,Who Am I,['Thriller'],"benjamin, a young german computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.",no system is safe.,"['Tom Schilling', 'Elyas M’Barek', 'Trine Dyrholm', 'Antoine Monot Jr.', 'Wotan Wilke Möhring']",['Baran bo Odar']
170687,The Boxtrolls,"['Animation', 'Comedy', 'Family', 'Fantasy']","an orphaned boy raised by underground creatures called boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, archibald snatcher.",when troubles strikes friends stack together,"['Ben Kingsley', 'Isaac Hempstead-Wright', 'Elle Fanning', 'Dee Bradley Baker', 'Toni Collette']","['Anthony Stacchi', 'Graham Annable']"
